SALE_DATE,SHIP_DATE,STORE_ID,PRODUCT_ID,CLIENT_ID,SALE_NUM,UNIT_COST,UNIT_PRICE,QUANTITY,DESCOUNT_VALUE,INCOME,PRODUCT,MANUFACTURER,BRAND,CLASS,COLOR,COST,PROFIT,PRODUCT_LEAD_TIME
2009-05-14,2009-05-25,306,1155,19067,200905144CS746,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2009-06-18,2009-06-27,199,1155,18955,200906184CS866,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,9
2009-06-21,2009-07-02,199,1155,18957,200906214CS868,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2009-06-22,2009-07-03,199,1226,18957,200906224CS868,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,11
2009-06-28,2009-07-11,199,1226,18959,200906284CS870,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,13
2009-07-06,2009-07-10,306,1226,19070,200907064CS757,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,4
2009-07-16,2009-07-29,307,1155,19129,200907164CS719,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,13
2009-07-18,2009-07-31,307,1155,19129,200907184CS719,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,13
2009-07-28,2009-08-02,306,1226,19071,200907284CS760,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,5
2009-09-12,2009-09-21,307,1226,19135,200909124CS725,330.99,999.0,6,0.0,5994.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1985.94,4008.06,9
2009-09-24,2009-10-04,307,1155,19136,200909244CS726,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,10
2009-10-08,2009-10-19,307,1155,19137,200910084CS727,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,11
2009-10-15,2009-10-23,199,1155,19004,200910154CS919,324.69,980.0,6,0.0,5880.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,1948.1399999999999,3931.86,8
2008-05-14,2008-05-20,306,366,19052,200805143CS576,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,6
2008-06-19,2008-06-30,199,366,18847,200806193CS619,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2008-07-01,2008-07-09,306,366,19054,200807013CS588,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,8
2008-07-11,2008-07-19,306,366,19054,200807113CS588,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,8
2008-07-13,2008-07-21,306,366,19054,200807133CS588,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,8
2008-07-30,2008-08-06,307,366,19103,200807303CS628,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,7
2008-10-03,2008-10-13,199,366,18876,200810033CS707,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,10
2008-10-21,2008-11-01,307,366,19107,200810213CS646,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2008-10-30,2008-11-11,307,366,19108,200810303CS648,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,12
2009-04-08,2009-04-12,199,366,18930,200904083CS839,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,4
2009-04-12,2009-04-17,199,366,18931,200904123CS840,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,5
2009-05-04,2009-05-17,199,366,18939,200905043CS848,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,13
2009-05-12,2009-05-23,306,366,19067,200905123CS746,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2009-05-14,2009-05-25,306,366,19067,200905143CS746,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2009-06-15,2009-06-24,199,366,18955,200906153CS866,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,9
2009-06-16,2009-06-25,199,366,18955,200906163CS866,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,9
2009-06-23,2009-07-04,199,366,18957,200906233CS868,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2009-07-06,2009-07-10,306,366,19070,200907063CS757,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,4
2009-10-10,2009-10-21,307,366,19137,200910103CS727,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2009-10-17,2009-10-28,307,366,19137,200910173CS727,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,11
2009-10-23,2009-11-04,307,366,19138,200910233CS728,348.58,758.0,6,0.0,4548.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2091.48,2456.52,12
2008-06-01,2008-06-07,306,384,19052,200806013CS576,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,6
2008-06-16,2008-06-23,306,384,19053,200806163CS586,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,7
2008-06-23,2008-07-05,199,384,18848,200806233CS620,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,12
2008-07-04,2008-07-12,306,384,19054,200807043CS588,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,8
2009-06-02,2009-06-14,306,384,19068,200906023CS748,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,12
2009-10-19,2009-10-28,199,384,19005,200910193CS920,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,4182.96,4913.04,9
2008-04-14,2008-04-20,199,1202,18832,200804144CS600,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,6
2008-05-01,2008-05-06,306,1202,19051,200805014CS567,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,5
2008-05-11,2008-05-24,199,1202,18839,200805114CS607,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,13
2008-05-30,2008-06-05,306,1202,19052,200805304CS576,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,6
2008-06-06,2008-06-15,199,1203,18845,200806064CS617,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,9
2008-06-18,2008-06-29,199,1203,18847,200806184CS619,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,11
2008-06-23,2008-07-05,199,1202,18848,200806234CS620,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,12
2008-06-29,2008-07-03,199,1202,18850,200806294CS627,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,4
2008-07-06,2008-07-14,306,1203,19054,200807064CS588,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,8
2008-10-06,2008-10-16,307,1203,19106,200810064CS637,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,10
2008-10-11,2008-10-21,307,1202,19106,200810114CS637,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,10
2008-10-16,2008-10-27,307,1202,19107,200810164CS646,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,11
2008-10-18,2008-10-29,307,1202,19107,200810184CS646,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,11
2009-04-01,2009-04-12,199,1203,18927,200904014CS836,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,11
2009-06-02,2009-06-15,199,1203,18949,200906024CS859,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,13
2009-07-18,2009-07-23,306,1202,19071,200907184CS760,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,5
2009-09-26,2009-10-06,307,1202,19136,200909264CS726,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3967.92,8008.08,10
2009-10-13,2009-10-24,307,1203,19137,200910134CS727,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,3896.2799999999997,7863.72,11
2008-04-09,2008-04-14,199,1178,18831,200804094CS597,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,5
2008-08-02,2008-08-09,307,1178,19103,200808024CS628,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,7
2008-08-06,2008-08-13,307,1178,19103,200808064CS628,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,7
2008-10-03,2008-10-13,307,1178,19106,200810034CS637,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,10
2009-04-29,2009-05-10,199,1178,18937,200904294CS846,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,11
2009-05-05,2009-05-18,199,1178,18939,200905054CS848,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,13
2009-07-16,2009-07-20,306,1178,19070,200907164CS757,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,4
2009-10-14,2009-10-21,199,1178,19003,200910144CS918,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,7
2009-10-25,2009-11-06,307,1178,19138,200910254CS728,330.66,998.0,12,0.0,11976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,3967.92,8008.08,12
2008-09-25,2008-10-05,307,1226,19106,200809254CS637,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,10
2008-09-29,2008-10-09,307,1226,19106,200809294CS637,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,10
2008-10-05,2008-10-15,307,366,19106,200810053CS637,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,10
2009-09-19,2009-09-28,307,366,19135,200909193CS725,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,9
2009-10-07,2009-10-18,307,366,19137,200910073CS727,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,11
2008-10-20,2008-10-31,307,1155,19107,200810204CS646,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,11
2009-05-24,2009-06-03,199,366,18946,200905243CS856,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,10
2008-04-09,2008-04-14,199,1155,18831,200804094CS597,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,5
2008-04-30,2008-05-11,199,1226,18837,200804304CS605,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,11
2008-06-06,2008-06-15,199,1155,18845,200806064CS617,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,9
2008-06-11,2008-06-21,199,1226,18846,200806114CS618,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,10
2008-06-26,2008-07-09,199,1226,18849,200806264CS625,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,13
2008-10-03,2008-10-13,199,1226,18876,200810034CS707,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,10
2008-10-05,2008-10-15,199,1155,18876,200810054CS707,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,10
2009-10-19,2009-10-28,199,1155,19005,200910194CS920,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,9
2008-05-04,2008-05-09,306,1155,19051,200805044CS567,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,5
2009-05-25,2009-06-06,306,366,19068,200905253CS748,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,12
2009-06-04,2009-06-16,306,1226,19068,200906044CS748,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,12
2009-07-05,2009-07-09,306,366,19070,200907053CS757,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,4
2008-05-15,2008-05-21,306,1155,19052,200805154CS576,324.69,980.0,12,0.0,11760.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3896.2799999999997,7863.72,6
2008-05-27,2008-06-02,306,1226,19052,200805274CS576,330.99,999.0,12,0.0,11988.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,3971.88,8016.12,6
2008-06-07,2008-06-14,306,366,19053,200806073CS586,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,7
2008-07-17,2008-07-25,306,366,19054,200807173CS588,348.58,758.0,12,0.0,9096.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,4182.96,4913.04,8
2008-06-27,2008-07-10,199,1226,18849,200806274CS625,330.99,999.0,18,0.0,17982.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,5957.82,12024.18,13
2008-10-15,2008-10-26,307,366,19107,200810153CS646,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,6274.44,7369.56,11
2008-10-26,2008-10-31,199,1155,18881,200810264CS786,324.69,980.0,18,0.0,17640.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,5844.42,11795.58,5
2009-05-19,2009-05-30,306,1226,19067,200905194CS746,330.99,999.0,18,0.0,17982.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,5957.82,12024.18,11
2009-05-23,2009-06-04,306,366,19068,200905233CS748,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,6274.44,7369.56,12
2009-05-26,2009-06-07,306,366,19068,200905263CS748,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,6274.44,7369.56,12
2009-07-09,2009-07-13,306,366,19070,200907093CS757,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,6274.44,7369.56,4
2009-09-25,2009-10-05,307,366,19136,200909253CS726,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,6274.44,7369.56,10
2008-06-02,2008-06-08,306,1203,19052,200806024CS576,324.69,980.0,18,0.0,17640.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5844.42,11795.58,6
2008-06-07,2008-06-16,199,1203,18845,200806074CS617,324.69,980.0,18,0.0,17640.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5844.42,11795.58,9
2008-06-26,2008-07-03,306,1202,19053,200806264CS586,330.66,998.0,18,0.0,17964.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5951.88,12012.119999999999,7
2008-07-22,2008-07-30,306,1202,19054,200807224CS588,330.66,998.0,18,0.0,17964.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5951.88,12012.119999999999,8
2009-06-10,2009-06-22,306,1203,19068,200906104CS748,324.69,980.0,18,0.0,17640.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5844.42,11795.58,12
2009-10-01,2009-10-11,307,1203,19136,200910014CS726,324.69,980.0,18,0.0,17640.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,5844.42,11795.58,10
2008-06-27,2008-07-10,199,384,18849,200806273CS625,348.58,758.0,18,0.0,13644.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,6274.44,7369.56,13
2009-07-11,2009-07-24,307,1203,19129,200907114CS719,324.69,980.0,8,0.0,7840.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,2597.52,5242.48,13
2009-07-13,2009-07-26,307,1178,19129,200907134CS719,330.66,998.0,8,0.0,7984.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,2645.28,5338.719999999999,13
2009-07-16,2009-07-29,307,384,19129,200907163CS719,348.58,758.0,8,0.0,6064.0,Adventure Works Laptop15.4W M1548 Red,Adventure Works,Adventure Works,Regular,Red,2788.64,3275.36,13
2009-07-19,2009-08-01,307,1178,19129,200907194CS719,330.66,998.0,8,0.0,7984.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 White,"Fabrikam, Inc.",Fabrikam,Regular,White,2645.28,5338.719999999999,13
2009-07-30,2009-08-03,307,366,19130,200907303CS720,348.58,758.0,8,0.0,6064.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2788.64,3275.36,4
2009-07-31,2009-08-04,307,366,19130,200907313CS720,348.58,758.0,8,0.0,6064.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2788.64,3275.36,4
2009-07-05,2009-07-17,307,1202,19128,200907054CS718,330.66,998.0,8,0.0,7984.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,2645.28,5338.719999999999,12
2008-07-05,2008-07-10,307,1155,19101,200807054CS599,324.69,980.0,8,0.0,7840.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,2597.52,5242.48,5
2008-07-08,2008-07-13,307,366,19101,200807083CS599,348.58,758.0,8,0.0,6064.0,Adventure Works Laptop15.4W M1548 Black,Adventure Works,Adventure Works,Regular,Black,2788.64,3275.36,5
2008-05-19,2008-05-25,306,1203,19052,200805194CS576,324.69,980.0,24,0.0,23520.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,7792.5599999999995,15727.44,6
2008-10-10,2008-10-20,307,1202,19106,200810104CS637,330.66,998.0,24,0.0,23952.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,7935.84,16016.16,10
2008-05-02,2008-05-13,199,1226,18837,200805024CS605,330.99,999.0,24,0.0,23976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,7943.76,16032.24,11
2008-06-22,2008-06-29,306,1226,19053,200806224CS586,330.99,999.0,24,0.0,23976.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,7943.76,16032.24,7
2008-04-13,2008-04-19,199,1155,18832,200804134CS600,324.69,980.0,30,0.0,29400.0,Fabrikam Trendsetter 2/3'' 17mm X100 Black,"Fabrikam, Inc.",Fabrikam,Regular,Black,9740.7,19659.3,6
2008-07-04,2008-07-09,307,1202,19101,200807044CS599,330.66,998.0,15,0.0,14970.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,4959.900000000001,10010.099999999999,5
2008-07-07,2008-07-12,307,1203,19101,200807074CS599,324.69,980.0,13,0.0,12740.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,4220.97,8519.029999999999,5
2008-07-02,2008-07-07,307,1202,19101,200807024CS599,330.66,998.0,14,0.0,13972.0,Fabrikam Trendsetter 1/3'' 8.5mm X200 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,4629.240000000001,9342.759999999998,5
2009-07-13,2009-07-26,307,1203,19129,200907134CS719,324.69,980.0,14,0.0,13720.0,Fabrikam Trendsetter 2/3'' 17mm X100 Grey,"Fabrikam, Inc.",Fabrikam,Regular,Grey,4545.66,9174.34,13
